length,mfe,loops,loop_length,gc,loop_gc,stem_length,longest_stem,bulges,longest_bulge,bulges_symmetric,bulges_asymmetric,stem_mismatches,A(((,A((.,A(..,A(.(,A.((,A.(.,A..(,A...,G(((,G((.,G(..,G(.(,G.((,G.(.,G..(,G...,T(((,T((.,T(..,T(.(,T.((,T.(.,T..(,T...,C(((,C((.,C(..,C(.(,C.((,C.(.,C..(,C...
73,-26.200000762939453,1,5,46.57534246575342,20.0,27,7,5,3,3,2,24,3,1,0,0,1,0,0,1,3,1,1,0,1,0,0,0,3,3,0,0,2,0,0,0,1,1,1,1,0,0,0,0
74,-35.5,1,5,63.51351351351351,40.0,26,7,5,3,1,4,23,1,1,1,1,0,0,1,0,5,1,0,0,3,0,0,1,2,0,0,0,0,0,1,0,2,0,1,1,1,0,0,1
73,-39.29999923706055,1,15,41.0958904109589,33.33333333333333,28,17,1,1,1,0,22,5,1,0,1,0,0,1,1,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,2,1,0,0,0,0,0,2
72,-36.5,1,6,38.88888888888889,50.0,31,20,1,2,1,0,27,6,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,7,1,0,0,0,0,0,1,2,1,0,0,0,0,0,1
61,-21.100000381469727,1,4,59.01639344262295,50.0,21,6,5,3,1,4,18,2,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,3,1,1,0,1,0,0,0,2,1,0,0,1,0,0,0
80,-14.800000190734863,1,5,33.75,0.0,20,6,6,7,3,3,17,1,1,2,0,0,0,4,1,3,0,0,0,0,0,2,0,1,0,0,0,1,0,1,4,1,0,0,1,3,0,0,0
78,-19.799999237060547,1,12,41.02564102564102,41.66666666666667,27,10,5,2,5,0,23,4,1,1,1,0,0,0,1,2,1,0,1,1,0,0,1,4,0,0,0,1,0,0,0,2,1,0,0,1,0,1,2
75,-35.79999923706055,1,4,69.33333333333334,50.0,25,7,5,6,2,3,21,0,1,0,0,0,0,0,1,4,0,1,1,2,0,0,1,1,0,1,0,1,0,0,0,4,1,1,2,2,0,0,1
72,-22.600000381469727,1,4,38.88888888888889,50.0,21,11,2,13,0,2,15,1,1,0,0,1,0,0,3,2,0,1,0,0,0,0,1,4,0,0,0,2,0,0,3,4,0,0,0,0,0,0,1
78,-52.20000076293945,1,8,80.76923076923077,50.0,29,7,6,1,4,2,19,0,0,0,1,0,0,0,0,6,2,0,0,1,0,0,0,2,0,0,2,0,0,1,2,3,3,0,1,2,0,0,0
79,-16.399999618530273,1,4,51.89873417721519,50.0,25,5,8,3,4,4,21,2,2,0,1,0,0,0,0,4,2,0,0,3,1,0,1,0,1,2,0,1,0,0,0,1,1,0,0,0,1,2,1
75,-47.0,1,11,36.0,36.36363636363637,31,28,1,1,1,0,27,6,0,0,1,1,0,0,0,3,0,0,0,0,0,0,1,6,1,0,0,0,0,0,1,3,0,0,1,0,0,0,1
71,-50.29999923706055,1,11,38.028169014084504,36.36363636363637,30,30,0,0,0,0,27,7,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,4,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0
75,-41.79999923706055,1,13,62.66666666666667,53.84615384615385,26,9,4,2,2,2,20,0,1,0,0,0,0,0,1,9,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,2,2,0,0,2,0,0,1
70,-28.299999237060547,1,4,38.57142857142858,75.0,28,10,5,1,3,2,22,4,1,0,0,1,0,0,0,1,0,0,1,2,0,1,0,4,0,0,0,3,0,0,0,3,0,1,0,1,0,0,0
71,-20.700000762939453,1,3,42.25352112676056,33.33333333333333,27,9,4,5,2,2,19,2,1,0,0,0,0,0,0,3,1,0,0,1,0,0,1,2,2,0,0,1,0,1,0,3,0,0,3,1,0,1,0
66,-16.799999237060547,1,9,43.93939393939394,55.55555555555556,21,7,4,3,2,2,17,2,1,0,0,1,1,0,1,3,0,0,0,1,0,0,0,1,1,0,1,0,1,2,1,3,0,1,0,0,0,0,1
66,-18.299999237060547,1,9,40.909090909090914,55.55555555555556,24,7,4,2,0,4,14,3,0,0,1,0,0,0,0,3,0,0,0,0,1,0,1,4,0,0,1,1,0,0,3,3,1,0,0,0,0,0,0
70,-46.20000076293945,1,4,48.57142857142857,25.0,30,19,3,2,1,2,27,4,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,2,1,0,0,2,0,0,1
76,-35.29999923706055,1,6,60.526315789473685,50.0,25,7,5,4,2,3,21,3,0,0,0,0,0,2,1,2,0,0,0,1,0,0,1,2,1,1,0,2,0,2,0,3,1,0,0,2,0,1,0
71,-20.100000381469727,1,5,52.112676056338024,20.0,22,8,4,5,1,3,17,3,0,0,0,0,0,0,1,3,2,0,0,1,0,0,1,3,0,0,0,0,0,1,3,2,0,2,1,0,0,0,0
75,-13.600000381469727,2,8,41.333333333333336,25.0,20,8,3,3,1,2,17,2,0,0,0,2,0,0,3,2,0,0,1,1,0,1,1,1,4,2,0,0,0,0,2,1,1,0,0,0,0,1,0
74,-18.5,1,13,52.702702702702695,46.15384615384615,19,8,3,6,1,2,15,1,0,0,0,0,0,0,3,1,1,2,0,1,0,0,1,0,1,1,0,2,0,0,0,4,0,2,0,1,0,1,2
70,-30.600000381469727,1,3,67.14285714285714,66.66666666666666,26,8,5,1,1,4,20,2,0,0,0,2,0,1,1,4,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,1,0,0,2,0,0,1
78,-52.0,1,13,70.51282051282051,38.46153846153847,29,11,4,1,3,1,19,0,0,0,0,1,0,0,0,6,1,0,0,3,0,0,0,5,2,0,0,0,0,0,4,3,0,0,0,1,0,0,0
66,-51.900001525878906,1,8,40.909090909090914,37.5,29,29,0,0,0,0,25,5,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1
66,-51.29999923706055,1,8,40.909090909090914,37.5,29,29,0,0,0,0,25,5,0,0,0,0,0,0,0,4,0,0,0,1,0,0,1,5,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0
78,-44.400001525878906,1,10,65.38461538461539,60.0,29,9,5,2,2,3,20,3,1,0,0,0,0,0,0,3,1,0,1,2,1,0,1,3,0,0,0,0,0,1,0,5,0,0,1,1,0,0,2
71,-32.099998474121094,1,4,57.74647887323944,75.0,25,10,5,2,4,1,19,2,1,0,0,0,0,1,0,5,2,1,0,1,0,0,0,2,0,1,0,0,0,2,0,1,0,2,1,0,0,1,0
69,-23.100000381469727,1,4,55.072463768115945,50.0,18,6,3,4,2,1,15,0,0,1,0,0,0,0,3,2,1,0,0,2,0,1,2,2,0,1,0,1,0,0,1,4,0,1,0,0,0,0,1
63,-37.099998474121094,1,3,55.55555555555556,33.33333333333333,24,9,3,2,3,0,19,1,1,0,2,0,0,1,0,5,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,5,0,1,0,0,0,1,0
72,-31.600000381469727,1,5,62.5,60.0,27,7,7,3,2,5,22,1,0,0,0,0,0,1,1,4,2,0,0,2,0,0,0,2,1,0,0,0,0,0,0,4,1,0,1,2,1,1,0
69,-15.5,1,8,31.88405797101449,50.0,22,6,4,6,2,2,21,4,2,1,0,3,0,1,0,0,0,0,0,2,0,0,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
76,-36.599998474121094,1,6,35.526315789473685,33.33333333333333,32,20,3,1,3,0,30,6,2,0,1,0,0,0,1,2,2,0,1,0,0,0,0,6,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0
80,-17.100000381469727,1,4,31.25,0.0,22,7,4,6,4,0,19,2,1,0,0,0,0,0,4,1,1,0,0,0,0,0,0,4,2,0,0,1,0,4,2,2,1,0,0,0,0,0,1
76,-20.399999618530273,2,5,42.10526315789473,60.0,22,8,3,2,2,1,18,0,1,0,1,2,0,0,0,3,1,0,0,0,0,0,3,4,0,1,0,1,0,1,2,2,0,1,0,0,1,1,0
73,-44.70000076293945,1,5,61.64383561643836,40.0,27,7,5,2,5,0,19,3,0,0,1,0,0,0,1,2,3,2,0,1,0,0,0,1,0,1,2,0,0,0,0,5,1,0,0,0,0,1,0
72,-27.899999618530273,1,11,59.72222222222222,45.45454545454545,24,6,4,2,1,3,17,1,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,4,1,0,0,2,0,1,2,3,0,2,0,1,0,1,1
72,-24.100000381469727,1,5,37.5,40.0,28,13,3,2,1,2,21,4,2,1,1,0,0,0,1,3,0,0,0,0,0,0,1,4,0,0,1,2,0,0,0,3,0,1,0,0,0,0,0
76,-18.100000381469727,1,6,51.31578947368421,50.0,25,5,6,4,3,3,20,0,0,0,0,2,0,1,2,3,1,0,2,1,0,0,2,1,2,1,0,2,0,0,0,5,0,0,0,0,0,0,0
59,-18.5,1,7,44.06779661016949,42.857142857142854,19,8,3,5,1,2,18,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,3,0,0,0,0,0,0,1,3,2,0,0,1,0,0,1
74,-32.70000076293945,1,3,54.054054054054056,33.33333333333333,28,11,4,2,1,3,23,2,0,0,0,0,0,0,1,2,0,0,0,2,0,1,0,3,1,0,1,1,0,0,2,7,0,0,0,1,0,0,0
74,-23.100000381469727,1,5,55.4054054054054,60.0,22,7,6,2,3,3,14,0,2,0,1,0,0,2,0,2,0,1,0,1,0,1,2,3,1,0,0,1,0,0,1,4,0,0,0,0,1,0,1
61,-21.299999237060547,1,3,60.65573770491803,66.66666666666666,22,8,5,2,5,0,17,2,0,0,0,0,0,0,0,2,1,0,1,1,0,2,0,1,1,0,1,1,0,1,0,1,4,0,1,0,0,0,0
63,-21.100000381469727,1,9,42.857142857142854,22.22222222222222,22,7,4,3,2,2,18,3,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,4,1,0,1,0,0,1,2,2,0,1,1,0,0,0,0
79,-37.5,1,6,56.9620253164557,16.666666666666664,28,11,8,2,5,3,25,3,0,0,2,0,0,0,0,4,1,0,0,3,2,0,0,1,0,0,1,1,0,1,2,3,0,0,0,1,0,1,0
59,-17.100000381469727,1,8,59.32203389830508,50.0,17,5,4,4,3,1,12,1,0,1,1,1,0,2,0,2,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,1,1,0,0,0,2,1
79,-40.599998474121094,1,7,74.68354430379746,57.14285714285714,26,11,4,3,2,2,18,2,0,1,0,0,0,0,0,3,0,0,0,1,0,1,2,3,1,1,1,0,0,1,1,3,3,0,0,1,0,0,1
65,-30.299999237060547,1,5,55.38461538461539,40.0,24,14,4,4,2,2,17,2,1,0,0,1,0,0,1,2,1,0,0,0,0,0,1,3,0,0,1,1,0,0,0,3,0,1,1,1,0,1,0
77,-33.20000076293945,1,13,37.66233766233766,23.076923076923077,29,12,3,1,3,0,22,4,1,0,0,0,0,0,1,3,1,0,0,1,0,0,0,5,0,0,1,0,0,0,2,2,3,0,0,0,0,0,1
76,-22.200000762939453,1,6,64.47368421052632,50.0,23,5,5,5,2,3,18,0,0,0,0,0,0,1,0,5,2,0,0,2,0,0,1,2,1,0,1,0,0,1,1,1,2,3,0,0,0,0,2
76,-14.0,1,4,30.263157894736842,25.0,30,11,4,2,1,3,23,3,0,0,0,1,0,1,0,3,0,0,0,0,0,0,1,7,2,0,1,1,0,0,1,2,0,0,1,0,0,1,0
76,-22.700000762939453,1,3,36.84210526315789,33.33333333333333,25,10,3,5,2,1,22,2,2,0,0,2,0,1,1,3,0,0,0,0,0,0,1,5,1,1,0,0,0,2,1,1,0,0,0,1,0,0,1
75,-47.79999923706055,1,4,61.33333333333333,100.0,31,8,5,2,2,3,22,2,1,0,1,0,0,0,0,3,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,8,0,1,0,3,0,1,0
75,-15.5,1,6,32.0,0.0,25,7,6,4,3,3,19,3,1,0,0,1,0,0,0,1,1,0,0,4,0,0,0,2,3,1,1,2,0,0,3,1,0,0,0,1,0,0,0
80,-20.700000762939453,1,4,40.0,25.0,25,7,4,5,0,4,23,3,1,0,1,0,0,0,1,5,1,0,0,0,0,0,0,3,0,1,0,1,0,1,5,2,0,0,0,0,0,1,0
73,-20.899999618530273,1,4,49.31506849315068,50.0,26,6,4,6,2,2,22,3,0,0,2,0,0,2,0,3,1,1,0,0,0,0,0,3,0,1,0,2,0,1,1,2,0,1,0,1,0,0,0
79,-34.5,1,12,62.0253164556962,58.333333333333336,26,9,5,3,0,5,20,3,0,2,1,0,0,1,1,2,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,4,1,1,0,2,0,0,2
76,-24.299999237060547,1,5,57.89473684210527,80.0,25,6,6,5,2,4,21,2,1,0,0,2,0,0,2,1,1,1,0,4,0,0,1,1,0,0,0,1,0,0,0,4,1,0,0,2,0,0,1
64,-23.299999237060547,1,3,46.875,33.33333333333333,23,7,4,6,1,3,20,1,1,0,1,1,0,0,1,2,1,0,0,1,0,0,0,2,0,1,0,0,0,1,1,5,0,1,0,1,0,0,0
79,-13.100000381469727,1,21,30.37974683544304,9.523809523809524,21,12,2,4,0,2,16,2,0,0,0,0,0,0,3,4,0,0,0,0,0,0,1,4,0,0,0,1,0,0,5,3,0,0,0,0,0,0,3
70,-50.400001525878906,1,6,81.42857142857143,83.33333333333334,28,7,6,1,2,4,20,1,0,0,2,0,0,0,0,5,1,0,1,1,0,0,2,2,1,0,1,0,0,0,0,5,1,0,0,0,0,0,0
76,-14.199999809265137,1,8,30.263157894736842,25.0,27,8,5,5,3,2,23,3,0,0,0,1,0,0,1,1,0,0,0,2,0,0,0,6,2,0,4,0,0,0,2,1,0,1,0,0,0,1,0
67,-23.299999237060547,1,7,46.26865671641791,42.857142857142854,22,10,3,6,1,2,19,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,1,2,2,2,0,0,0,1,3,4,0,0,0,0,0,1,0
74,-47.099998474121094,1,4,29.72972972972973,50.0,34,32,1,1,1,0,31,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0
72,-41.400001525878906,1,14,30.555555555555557,28.57142857142857,29,29,0,0,0,0,28,3,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,1,0,0,3,6,0,0,0,0,0,0,1
74,-33.599998474121094,1,8,62.16216216216216,75.0,27,9,6,2,3,3,19,1,0,0,0,0,0,0,0,3,2,0,0,1,1,0,0,1,3,1,0,0,0,1,0,6,0,0,0,2,0,0,2
79,-15.0,1,4,35.44303797468354,25.0,26,6,6,6,3,3,23,3,0,1,0,2,0,1,2,1,0,1,2,0,0,0,0,3,0,0,1,2,0,0,2,3,0,0,1,1,0,0,0
69,-31.600000381469727,1,15,63.76811594202898,46.666666666666664,23,9,4,2,3,1,13,2,0,1,0,0,0,0,1,4,1,0,2,0,0,0,3,1,1,0,0,1,0,0,0,3,0,0,1,1,1,0,0
62,-29.700000762939453,1,5,45.16129032258064,60.0,25,11,3,2,2,1,18,4,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,4,1,0,0,0,1,1,0,2,1,0,1,0,0,0,1
74,-29.899999618530273,1,6,39.189189189189186,33.33333333333333,29,14,4,2,2,2,23,4,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,5,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0
74,-17.299999237060547,1,13,39.189189189189186,30.76923076923077,22,7,5,4,4,1,18,3,1,1,1,0,0,0,3,0,3,0,0,1,0,0,1,4,0,1,0,0,0,2,1,1,1,0,0,0,0,0,0
78,-18.399999618530273,1,5,34.61538461538461,40.0,26,11,5,4,3,2,23,2,1,1,0,0,0,1,0,5,2,0,1,0,0,0,1,4,1,2,0,2,0,1,2,0,0,0,0,0,0,0,0
79,-30.5,1,4,44.303797468354425,25.0,30,10,4,4,2,2,24,2,1,1,0,1,0,1,0,6,0,0,0,0,0,0,1,4,1,0,0,1,0,0,0,3,0,0,0,1,1,1,1
81,-39.400001525878906,1,9,59.25925925925925,11.11111111111111,31,7,7,1,3,4,23,6,0,0,2,0,0,0,0,4,1,0,1,0,0,0,0,3,0,0,0,3,0,0,3,1,0,0,1,2,0,0,0
70,-16.899999618530273,1,4,38.57142857142858,25.0,22,8,4,13,2,2,20,2,1,0,0,1,0,1,0,2,0,0,2,0,0,0,1,5,0,1,0,0,0,0,3,2,0,0,0,0,0,0,2
79,-31.700000762939453,1,11,41.77215189873418,72.72727272727273,29,8,4,2,2,2,25,8,2,1,0,0,0,0,0,2,0,0,1,1,0,0,0,3,0,0,1,0,0,2,0,1,1,0,0,0,0,0,3
72,-15.300000190734863,1,6,30.555555555555557,50.0,24,8,3,4,1,2,21,4,0,2,0,1,0,0,1,2,0,1,0,2,0,1,0,4,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1
77,-33.79999923706055,1,9,44.15584415584416,22.22222222222222,29,17,3,3,1,2,25,4,0,0,0,0,0,1,1,4,0,0,0,0,0,0,1,5,0,0,1,1,0,0,2,3,0,1,0,1,0,0,0
78,-33.900001525878906,1,9,74.35897435897436,77.77777777777779,24,9,5,4,2,3,21,1,1,1,2,0,0,0,0,3,1,0,0,2,0,0,3,1,0,0,1,1,0,0,0,4,0,0,0,2,0,0,3
77,-37.29999923706055,1,4,84.4155844155844,100.0,25,5,8,5,4,4,17,0,0,1,0,0,0,0,1,4,0,0,6,3,0,2,1,1,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0
74,-29.600000381469727,1,6,55.4054054054054,50.0,25,6,6,3,3,3,20,2,0,0,2,0,0,3,1,3,1,0,0,0,0,1,0,0,2,1,0,1,0,0,0,3,2,0,0,1,0,1,0
68,-32.599998474121094,1,4,57.35294117647059,0.0,24,11,4,4,3,1,20,1,0,0,1,1,0,0,0,5,1,0,1,0,1,0,1,2,1,1,0,0,0,0,1,3,1,0,0,0,0,1,0
69,-24.0,1,7,59.42028985507246,57.14285714285714,22,8,4,4,0,4,19,2,0,2,1,0,0,1,0,2,1,1,0,1,0,0,2,3,0,0,0,1,0,0,0,3,0,1,0,0,0,1,1
78,-29.799999237060547,1,4,55.12820512820513,50.0,28,7,7,3,2,5,22,0,1,1,0,1,0,0,0,5,0,0,0,0,0,2,0,3,1,1,3,1,0,1,1,3,2,0,0,0,0,0,0
78,-26.5,1,8,41.02564102564102,25.0,26,8,4,6,2,2,24,4,0,0,1,0,0,2,1,3,2,1,1,1,0,0,1,5,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0
80,-19.399999618530273,1,8,36.25,37.5,26,7,5,2,5,0,22,3,0,0,1,1,0,0,2,0,0,0,0,1,0,0,0,5,0,0,2,3,0,1,1,2,0,1,1,0,0,2,0
66,-16.5,1,7,37.878787878787875,42.857142857142854,21,8,3,4,2,1,16,2,0,1,0,2,0,1,1,2,0,1,0,0,0,1,1,5,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0
72,-38.20000076293945,1,8,37.5,37.5,29,19,3,1,3,0,24,4,2,0,0,0,0,0,1,4,0,0,0,0,1,0,0,4,0,0,0,2,0,0,1,4,0,0,0,0,1,0,0
70,-38.599998474121094,1,5,62.857142857142854,60.0,25,8,5,4,4,1,21,2,0,0,0,1,0,2,0,1,2,0,1,1,0,0,1,2,0,0,1,0,0,0,0,3,3,1,0,2,0,0,0
77,-32.099998474121094,1,4,62.33766233766234,0.0,28,8,7,4,2,5,20,1,1,0,0,0,0,0,0,3,1,0,0,4,0,0,0,2,1,0,0,0,0,1,1,3,1,1,1,3,0,1,0
76,-30.399999618530273,1,3,60.526315789473685,33.33333333333333,27,8,5,4,0,5,22,0,0,0,1,0,0,3,0,5,0,2,2,0,0,0,1,3,1,0,0,0,0,0,0,4,1,1,0,0,0,1,0
73,-17.700000762939453,1,4,45.20547945205479,50.0,22,7,4,10,1,3,20,1,1,1,0,0,0,0,1,1,1,2,0,1,0,1,1,4,0,1,0,2,0,0,0,2,1,0,0,1,0,1,1
66,-18.700000762939453,1,5,46.96969696969697,40.0,24,8,4,5,3,1,24,1,1,0,0,0,0,0,0,4,1,0,0,3,0,1,0,5,1,1,0,1,0,0,2,0,1,0,0,0,0,0,0
75,-30.399999618530273,1,11,53.333333333333336,36.36363636363637,25,8,5,2,5,0,21,1,0,0,1,0,0,0,1,3,3,0,1,2,1,0,1,2,0,0,0,0,0,0,1,2,2,0,0,3,1,0,0
60,-13.899999618530273,1,4,50.0,50.0,18,7,4,5,2,2,16,2,0,0,0,1,0,0,2,2,1,1,0,1,0,0,0,0,1,0,0,2,0,1,2,2,2,0,0,0,0,0,0
75,-14.399999618530273,1,18,48.0,50.0,18,7,2,13,1,1,12,1,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,3,0,0,0,0,0,0,6,2,0,0,0,1,0,2,4
78,-43.79999923706055,1,7,67.94871794871796,71.42857142857143,30,7,6,1,3,3,25,3,0,0,0,2,0,0,0,3,0,0,0,2,0,0,1,1,1,0,2,1,0,0,1,5,0,0,2,2,0,0,0
79,-31.899999618530273,1,5,54.43037974683544,40.0,29,6,9,1,7,2,24,3,1,1,1,1,1,0,1,2,0,0,2,1,0,0,0,1,1,0,2,1,0,0,0,3,2,0,0,2,0,0,0
82,-47.099998474121094,1,4,85.36585365853658,25.0,29,6,7,3,3,4,21,1,0,1,1,0,0,1,0,4,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,5,2,1,1,3,0,0,1
72,-17.200000762939453,1,4,38.88888888888889,75.0,26,7,5,4,4,1,19,1,0,0,1,0,0,0,0,3,2,1,0,1,0,1,0,4,1,0,0,3,0,0,2,2,0,0,0,2,0,0,0
71,-35.599998474121094,1,7,57.74647887323944,42.857142857142854,28,10,3,3,0,3,21,0,0,0,0,1,0,0,2,5,1,1,0,1,0,0,0,6,0,0,0,1,0,1,0,3,0,0,0,1,0,0,0
54,-19.600000381469727,1,4,44.44444444444444,50.0,22,12,2,3,1,1,22,1,0,0,0,1,0,1,1,5,0,0,1,0,0,0,0,3,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0
68,-30.600000381469727,1,6,50.0,0.0,23,7,4,3,0,4,16,2,0,1,0,1,0,1,1,4,0,0,0,0,0,0,1,3,1,0,0,0,0,0,2,2,1,0,0,1,0,1,0
74,-35.70000076293945,1,8,63.51351351351351,87.5,27,9,6,2,4,2,18,3,0,1,0,0,0,0,1,4,1,0,1,0,1,1,0,4,1,0,0,0,0,0,0,2,0,1,0,1,1,0,1
69,-39.79999923706055,1,4,53.62318840579711,50.0,28,9,4,2,3,1,24,3,2,1,0,0,0,0,1,5,0,0,2,0,0,1,0,4,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0
65,-20.600000381469727,1,4,44.61538461538462,75.0,25,7,6,1,5,1,18,3,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,4,1,0,1,2,0,0,0,1,3,0,1,0,0,0,0
74,-41.79999923706055,1,8,48.64864864864865,37.5,27,14,3,2,3,0,21,2,1,1,0,0,0,0,0,3,1,1,0,0,0,0,1,4,0,0,0,2,0,0,0,3,0,0,1,2,0,1,1
79,-44.099998474121094,1,4,70.88607594936708,75.0,29,8,6,3,4,2,22,1,0,0,0,1,0,0,0,7,3,0,1,0,0,1,0,2,1,2,0,0,0,0,0,2,1,1,0,1,1,0,1
78,-39.5,1,8,39.743589743589745,50.0,27,15,1,1,1,0,20,3,1,0,1,0,0,0,3,4,0,0,0,1,0,0,0,3,1,0,0,1,0,0,3,4,0,0,1,0,0,0,0
74,-34.0,1,5,67.56756756756756,60.0,26,6,7,5,4,3,17,3,0,0,1,0,0,0,1,2,3,0,3,1,1,0,0,2,0,1,0,0,0,1,0,2,2,0,0,0,0,0,1
65,-28.799999237060547,1,4,43.07692307692308,25.0,26,7,4,2,3,1,22,2,1,0,2,1,0,0,0,2,1,0,0,2,0,1,0,4,1,1,0,0,0,0,0,2,0,0,0,1,0,0,0
75,-38.29999923706055,1,5,56.00000000000001,0.0,29,10,4,1,2,2,27,1,0,1,0,0,0,0,0,8,0,1,2,3,0,0,0,4,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1
68,-34.79999923706055,1,12,63.23529411764706,66.66666666666666,21,7,3,4,1,2,18,2,0,0,0,0,0,1,0,0,1,1,0,3,0,0,2,3,1,0,0,0,0,0,0,3,1,1,0,1,0,0,2
75,-35.70000076293945,1,10,61.33333333333333,50.0,20,9,2,2,0,2,16,1,0,0,0,0,0,1,2,4,0,0,0,0,0,0,2,1,1,0,0,0,0,1,4,4,2,0,1,0,0,0,1
65,-21.899999618530273,1,7,46.15384615384615,28.57142857142857,20,9,3,7,2,1,17,2,0,0,0,0,0,3,0,2,1,0,0,1,0,0,1,2,0,0,1,0,0,0,3,3,0,0,0,1,0,0,1
75,-26.200000762939453,1,4,62.66666666666667,75.0,21,5,6,3,5,1,17,0,1,2,0,0,1,0,0,2,1,0,1,2,0,1,2,3,1,0,0,0,0,1,0,0,3,0,0,2,0,0,2
70,-15.5,1,6,48.57142857142857,16.666666666666664,21,6,3,7,1,2,17,2,0,0,0,0,0,1,3,3,1,0,0,1,0,0,2,4,1,0,0,1,0,0,2,1,1,0,0,0,0,0,0
73,-24.299999237060547,1,6,47.94520547945205,33.33333333333333,24,7,6,5,4,2,20,1,0,0,1,0,0,2,0,3,1,0,0,1,0,1,1,5,0,1,2,0,0,1,1,0,2,0,0,0,1,0,0
73,-27.600000381469727,1,9,68.4931506849315,55.55555555555556,24,4,7,3,0,7,16,1,0,1,0,0,0,0,1,1,2,0,0,3,0,0,0,0,1,0,2,1,0,0,1,6,0,0,1,1,0,1,1
61,-38.0,1,11,67.21311475409836,63.63636363636363,22,12,2,2,2,0,14,1,0,0,0,0,0,1,2,4,1,0,1,1,0,0,1,3,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0
64,-45.599998474121094,1,6,64.0625,50.0,26,13,3,2,2,1,22,1,0,1,0,0,0,0,1,4,0,1,0,0,1,0,0,3,1,0,0,0,0,0,0,6,1,0,1,0,0,0,0
76,-23.5,1,3,64.47368421052632,66.66666666666666,27,5,8,2,4,4,23,0,1,0,1,0,0,0,0,5,1,0,1,2,1,1,1,2,1,0,0,1,0,0,0,2,2,1,0,2,0,0,0
73,-39.70000076293945,1,8,65.75342465753424,37.5,25,9,4,2,3,1,17,1,0,1,0,0,0,0,1,4,2,0,2,0,0,0,1,2,0,1,0,1,0,1,1,4,1,0,1,0,0,0,0
77,-28.0,1,7,49.35064935064935,28.57142857142857,28,7,7,2,3,4,24,3,2,0,1,0,0,0,2,2,1,0,0,1,1,0,0,2,0,0,0,2,1,1,0,5,0,1,0,0,0,0,0
78,-24.5,1,4,51.28205128205128,25.0,27,6,5,3,1,4,21,4,0,1,1,1,0,0,2,3,0,0,2,1,0,1,1,2,2,0,0,1,0,0,1,3,0,0,0,0,0,0,0
79,-35.29999923706055,1,5,68.35443037974683,40.0,27,6,7,4,3,4,21,2,0,0,0,0,0,0,0,3,0,1,0,3,1,0,1,1,0,2,1,1,0,0,0,3,1,0,3,2,0,0,1
67,-24.399999618530273,1,4,44.776119402985074,50.0,24,12,3,3,0,3,20,4,0,0,0,1,0,1,0,3,0,0,0,2,0,0,2,4,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1
74,-30.799999237060547,1,4,35.13513513513514,50.0,28,12,3,4,1,2,19,4,1,0,0,1,0,0,1,2,0,0,1,1,0,2,0,4,1,1,0,1,0,1,0,2,1,0,0,0,0,0,0
67,-48.79999923706055,1,3,76.11940298507463,66.66666666666666,26,8,6,1,6,0,24,1,1,0,1,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,3,3,0,0,1,0,1,0
